x,y
0.23191593886462886,0.41619875368973425
0.20268558951965068,0.43627090849458827
0.1720633187772926,0.44463430632994416
0.1428329694323144,0.47641521810429643
0.1400491266375546,0.5332863233847163
0.1400491266375546,0.5751033125614955
0.14144104803493449,0.6035388652017054
0.14144104803493449,0.6453558543784848
0.1428329694323144,0.6604099704821252
0.14979257641921398,0.7072449983601181
0.15814410480349345,0.7791702197441783
0.19155021834061137,0.7992423745490325
0.22078056768558954,0.8260052476221712
0.28480895196506556,0.8477500819940964
0.3363100436681223,0.8477500819940964
0.4100818777292577,0.8494227615611676
0.4629748908296944,0.8460774024270252
0.48106986899563325,0.8427320432928829
0.4963810043668123,0.8360413250245982
0.5367467248908298,0.8193145293538865
0.5618013100436682,0.8025877336831748
0.42400109170305683,0.8377140045916693
0.3585807860262009,0.8393866841587405
0.16649563318777294,0.21882256477533613
0.22217248908296947,0.2204952443424073
0.23330786026200875,0.22384060347654955
0.19015829694323147,0.22384060347654955
0.22356441048034936,0.22384060347654955
0.25140283842794764,0.22384060347654955
0.2917685589519651,0.22384060347654955
0.27506550218340614,0.22551328304362073
0.28759279475982535,0.198750409970482
0.2708897379912664,0.20376844867169552
0.25140283842794764,0.21045916693998024
0.22356441048034936,0.2054411282387667
0.20268558951965068,0.20711380780583788
0.18180676855895198,0.2054411282387667
0.1720633187772926,0.20042308953755317
0.18459061135371183,0.18536897343391268
0.20268558951965068,0.18704165300098385
0.21242903930131007,0.18704165300098385
0.22356441048034936,0.18704165300098385
0.27645742358078607,0.17867825516562796
0.25140283842794764,0.19373237126926846
0.29872816593886464,0.1920596917021974
0.3140393013100437,0.19373237126926846
0.2973362445414848,0.21714988520826495
0.3029039301310044,0.22885864217776308
0.3126473799126638,0.2054411282387667
0.309863537117904,0.2589668743850442
0.3042958515283843,0.2639849130862577
0.29594432314410485,0.28405706789111174
0.27924126637554586,0.28405706789111174
0.28620087336244543,0.26733027222040007
0.28480895196506556,0.25394883568383064
0.28341703056768563,0.2489307969826171
0.2973362445414848,0.2054411282387667
0.29872816593886464,0.17700557559855679
0.29872816593886464,0.1385339455559199
0.29872816593886464,0.13686126598884873
0.30847161572052406,0.14522466382420451
0.3029039301310044,0.17366021646441443
0.3029039301310044,0.17366021646441443
0.309863537117904,0.17867825516562796
0.3126473799126638,0.1836962938668415
0.32795851528384284,0.1920596917021974
0.32795851528384284,0.1903870121351262
0.36275655021834063,0.18035093473269914
0.3585807860262009,0.19540505083633963
0.35301310043668127,0.20878648737290906
0.325174672489083,0.22551328304362073
0.31682314410480356,0.21714988520826495
0.34048580786026206,0.2138045260741226
0.35162117903930135,0.22384060347654955
0.357188864628821,0.22551328304362073
0.34326965065502185,0.18871433256805503
0.3349181222707424,0.18536897343391268
0.6341812227074236,0.25227615611675946
0.6481004366812227,0.2556215152509018
0.6745469432314412,0.2589668743850442
0.6940338427947599,0.26231223351918653
0.7288318777292576,0.26231223351918653
0.7427510917030568,0.2639849130862577
0.7928602620087336,0.2656575926533289
0.8067794759825327,0.26900295178747125
0.881943231441048,0.27569367005575585
0.881943231441048,0.2740209904886848
0.8916866812227074,0.24056739914726133
0.8805513100436682,0.24056739914726133
0.866632096069869,0.23889471958019015
0.833225982532751,0.23387668087897662
0.8151310043668122,0.23053132174483426
0.7803329694323144,0.22885864217776308
0.7580622270742358,0.22551328304362073
0.706561135371179,0.22551328304362073
0.6828984716157206,0.22216792390947837
0.6620196506550219,0.2204952443424073
0.6481004366812227,0.2138045260741226
0.6467085152838429,0.2121318465070514
0.6815065502183407,0.21045916693998024
0.6954257641921399,0.2138045260741226
0.7107368995633188,0.21547720564119377
0.7357914847161572,0.23722204001311897
0.7413591703056769,0.24056739914726133
0.8039956331877729,0.257294194817973
0.8276582969432315,0.257294194817973
0.8471451965065502,0.2589668743850442
0.8582805676855896,0.2857297474581829
0.8554967248908297,0.2857297474581829
0.8165229257641922,0.277366349622827
0.7594541484716157,0.2589668743850442
0.6536681222707424,0.2489307969826171
0.69264192139738,0.25394883568383064
0.7037772925764192,0.24725811741554593
0.7163045851528385,0.24391275828140369
0.7371834061135372,0.2204952443424073
0.7845087336244542,0.2121318465070514
0.8067794759825327,0.21045916693998024
